,A,B,C,D,E,F,G,H,I,J,K,L,M,N,O,P,Q,R,S,Gross.Salary0
1908,0,0,0,0,0,0,0,0.280316229,0,0.833333333,0.833126243,0,0,0,0,0,0,0,0,3160
1909,0,0,0,1,0,0,0,0.200939873,0,0.833333333,0.833126243,0,0,0,0,0,0,0,0,3260
1910,0,0,0,1,0,0,0,0.280316229,0,0.833333333,0.833126243,0,0,0,0,0,0,0,0,3260
1911,0,1,0,0,0,0,0,0.312737402,0,0.833333333,0.833126243,0,0,0,1,0,0,0,0,3444
1912,0,0,0,1,0,0,0,0.190309732,0,0.833333333,0.833126243,0,0,0,0,0,0,0,0,3260
1913,0,0,0,1,0,0,0,0.280316229,0,0.833333333,0.833126243,0,0,0,0,0,0,0,0,3260
1914,0,0,0,0,0,0,0,0.190662217,0,0.833333333,0.833126243,0,0,0,0,0,0,0,0,3160
1915,1,0,0,1,0,0,0,0.325179182,0,0.833333333,0.833126243,0,0,0,0,0,0,0,0,3628
1916,0,0,0,0,0,1,0,0.247212281,0,0.833333333,0.833126243,0,0,0,0,0,0,0,0,2960
1917,0,0,0,0,0,0,1,0.247212281,0,0.833333333,0.833126243,0,0,0,0,0,0,0,0,2960
1918,0,0,0,0,0,1,0,0.247212281,0,0.833333333,0.833126243,0,0,0,0,0,0,0,0,2960
1919,0,0,0,0,0,0,0,0.312737402,0,0.833333333,0.833126243,0,0,0,0,0,0,0,0,3160
1920,0,0,0,0,0,1,0,0.312737402,0,0.833333333,0.833126243,0,0,0,0,0,0,0,0,3120
1921,0,0,0,0,0,0,0,0.312737402,0,0.833333333,0.833126243,0,0,0,0,0,0,0,0,3110
1922,0,0,0,0,0,0,0,0.263480332,0,0.833333333,0.833126243,0,0,0,0,0,0,0,0,3160
1923,0,0,1,0,0,0,0,0.221450409,0,0.833333333,0.833126243,0,0,0,0,0,0,0,0,3444
1924,0,0,0,0,0,0,1,0.283064529,0,0.833333333,0.833126243,0,0,0,0,0,0,0,0,2960
1925,1,0,0,1,0,0,0,0.344516381,0,0.833333333,0.833126243,0,0,0,0,0,0,0,0,3628
1926,0,0,0,0,0,0,0,0.280316229,0,0.833333333,0.833126243,0,0,0,0,0,0,0,0,2960
1927,0,0,0,1,0,0,0,0.280316229,0,0.833333333,0.833126243,0,0,0,0,0,0,0,0,3260
1928,1,1,0,0,0,0,0,0.312737402,0,0.833333333,0.833126243,0,0,0,0,0,0,0,0,3812
1929,0,0,0,1,0,0,0,0.280316229,0,0.833333333,0.833126243,0,0,0,0,0,0,0,0,3260
1930,0,0,1,0,0,0,0,0.197650062,0,0.833333333,0.833126243,0,0,0,0,0,0,0,0,3444
1931,1,0,0,1,0,0,0,0.29554363,0,0.833333333,0.833126243,0,0,0,0,0,0,0,0,3628
1932,0,0,0,0,0,1,0,0.312737402,0,0.833333333,0.833126243,0.845154255,0.973001188,0,0,0,0,0,0,3260
1933,0,0,0,0,0,0,1,0.280316229,0,0.833333333,0.833126243,0,0,0,0,0,0,0,0,3060
1934,0,0,1,0,0,0,0,0.214871698,0,0.833333333,0.833126243,0,0,0,0,0,0,0,0,3260
1935,0,0,1,0,0,0,0,0.312737402,0,0.833333333,0.833126243,0,0,0,1,0,0,0,0,3444
1936,1,0,0,1,0,0,0,0.326505889,0,0.833333333,0.833126243,0,0,0,0,0,0,0,0,3628
1937,1,0,0,1,0,0,0,0.344516381,0,0.833333333,0.833126243,0,0,0,0,0,0,0,0,3628
1938,0,0,0,0,0,0,0,0.344516381,0,0.833333333,0.833126243,0,0,0,0,0,0,0,0,3340
1939,0,0,1,0,0,1,0,0.194118794,0,0.833333333,0.833126243,0,0,0,0,0,0,0,0,3440
1940,0,0,0,1,0,0,0,0.247212281,0,0.833333333,0.833126243,0,0,0,0,0,0,0,0,3260
1941,0,0,0,1,0,0,0,0.247212281,0,0.833333333,0.833126243,0,0,0,0,0,0,0,0,3260
1942,0,0,0,0,0,0,0,0.195107127,0,0.833333333,0.833126243,0,0,0,0,0,0,0,0,3144
1943,0,0,0,0,0,1,0,0.280316229,0,0.833333333,0.833126243,0,0,0,0,0,0,0,0,2960
1944,1,0,0,0,0,0,0,0.241750011,0,0.833333333,0.833126243,0,0,0,0,0,0,0,0,3328
1945,0,0,0,0,0,0,0,0.247212281,0,0.833333333,0.833126243,0,0,0,0,0,0,0,0,2960
1946,0,0,0,0,0,0,0,0.240997271,0,0.833333333,0.833126243,0,0,0,0,0,0,0,0,3150
1947,0,0,0,0,0,0,0,0.222842566,0,0.833333333,0.833126243,0,0,0,0,0,0,0,0,3200
1948,0,0,0,0,0,1,0,0.247212281,0,0.833333333,0.833126243,0,0,0,0,0,0,0,0,2960
1949,1,0,0,0,0,0,1,0.312737402,0,0.833333333,0.833126243,0,0,0,0,0,0,0,0,3341
1950,0,0,0,0,0,0,1,0.136602722,0,0.833333333,0.833126243,0,0,0,0,0,0,0,0,2960
1951,0,0,0,1,0,0,0,0.209049217,0,0.833333333,0.833126243,0,0,0,0,0,0,0,0,3260
1952,1,0,0,0,0,0,0,0.436350857,1,0.833333333,0.833126243,0,0,0,0,0,0,0,0,4180
1953,0,1,0,0,0,0,0,0.344516381,0,0.833333333,0.833126243,0,0,0,1,0,0,0,0,3814
1954,0,0,0,0,0,0,0,0.344516381,0,0.833333333,0.833126243,0,0,0,0,0,0,0,0,3676.72
1955,0,0,0,0,1,0,0,0.280316229,0,0.833333333,0.833126243,0,0,0,0,0,0,0,0,2960
1956,0,0,1,0,0,0,0,0.247212281,0,0.833333333,0.833126243,0,0,0,0,0,0,0,0,3444
1957,0,0,0,0,0,0,0,0.247212281,0,0.833333333,0.833126243,0,0,0,0,0,0,0,0,2960
1958,0,0,0,1,0,0,0,0.312737402,0,0.833333333,0.833126243,0,0,0,0,0,0,0,0,3260
1959,1,0.946837913,0,0,0,0,0,0.427030624,0,0.833333333,0.833126243,0,0,0,0,0,0,0,0,3842
1960,0,0,0,1,0,0,0,0.256953335,0,0.833333333,0.833126243,0,0,0,0,0,0,0,0,3260
1961,0,0,0,1,0,0,0,0.280316229,0,0.833333333,0.833126243,0,0,0,0,0,0,0,0,3260
1962,0,0,0,0,0,1,0,0.232769375,0,0.833333333,0.833126243,0.845154255,0.975894593,0,0,0,0,0,0,3236
1963,0,0,0,1,0,0,0,0.247212281,0,0.833333333,0.833126243,0,0,0,1,0,0,0,0,3260
1964,0,0,0,0,0,0,0,0.247212281,0,0.833333333,0.833126243,0,0,0,0,0,0,0,0,3110
1965,1,0,0,1,0,0,0,0.312737402,0,0.833333333,0.833126243,0,0,0,1,0,0,0,0,3628
1966,0,0,0,0,0,0,0,0.312737402,0,0.833333333,0.833126243,0,0,0,0,0,0,0,0,3444
1967,1,0,0,1,0,0,0,0.258621815,0,0.833333333,0.833126243,0,0,0,0,0,0,0,0,3812
1968,1,0,0,0,0,0,0,0.245116988,0,0.833333333,0.833126243,0,0,0,0,0,0,0,0,2479
1969,0,0,0,0,0,0,0,0.221450409,0,0.833333333,0.833126243,0,0,0,0,0,0,0,0,3440
1970,0,0,0,0,0,1,0,0.280316229,0,0.833333333,0.833126243,0,0,0,0,0,0,0,0,3200
1971,0,0,0,1,0,0,0,0.247212281,0,0.833333333,0.833126243,0,0,0,1,0,0,0,0,3260
1972,0,0,0,0,0,0,0,0.247212281,0,0.833333333,0.833126243,0,0,0,0,0,0,0,0,3110
1973,1,0,0,1,0,0,0,0.312737402,0,0.833333333,0.833126243,0,0,0,0,0,0,0,0,3628
1974,0,0,0,1,0,0,0,0.280316229,0,0.833333333,0.833126243,0,0,0,0,0,0,0,0,3260
1975,1,0,0,0,0,0,0,0.432130718,0,0.833333333,0.833126243,0,0,0,0,0,1,0,0,3328
1976,0,1,0,0,0,0,0,0.280316229,0,0.833333333,0.833126243,0,0,0,0,0,0,0,0,3566.67
1977,0,0,0,1,0,0,0,0.200336629,0,0.833333333,0.833126243,0,0,0,0,0,0,0,0,3260
1978,0,1,0,0,0,0,0,0.280316229,0,0.833333333,0.833126243,0,0,0,0,0,0,0,0,3812
1979,0,0,0,0,0,0,0,0.247212281,0,0.833333333,0.833126243,0,0,0,0,0,0,0,0,3110
1980,0,0,0,0,0,0,0,0.213380512,0,0.833333333,0.833126243,0,0,0,0,0,0,0,0,3160
1981,1,0,0,0,0,0,0,0.312737402,0,0.833333333,0.833126243,0,0,0,0,0,0,0,0,3812
1982,0,0,0,1,0,0,0,0.280316229,0,0.833333333,0.833126243,0,0,0,0,0,0,0,0,3444
1983,1,0,0,1,0,0,0,0.312737402,0,0.833333333,0.833126243,0,0,0,0,0,0,0,0,3628
1984,1,0,0,0,0,0,0,0.312737402,0,0.833333333,0.833126243,0,0,1,0,0,0,0,0,3812
1985,1,0,0,1,0,0,0,0.344516381,0,0.833333333,0.833126243,0,0,0,0,0,0,0,0,3628
1986,0,0,0,0,0,0,0,0.312737402,0,0.833333333,0.833126243,0,0,0,0,0,0,0,0,3050
1987,0,0,1,0,0,0,0,0.247212281,0,0.833333333,0.833126243,0,0,0,0,0,0,0,0,3628
1988,0,0,0,1,0,0,0,0.312737402,0,0.833333333,0.833126243,0,0,0,0,0,0,0,0,3600
1989,0,0,0,0,0,0,0,0.247212281,0,0.833333333,0.833126243,0,0,0,1,0,0,0,1,3444
1990,0,0,0,1,0,0,0,0.195836079,0,0.833333333,0.833126243,0,0,0,0,0,0,0,0,3260
1991,1,0,0,0,0,0,0,0.436350857,1,0.833333333,0.833126243,0,0,0,0,0,0,0,0,4350
1992,1,0,0,1,0,0,0,0.261287424,0,0.833333333,0.833126243,0,0,0,0,0,0,0,0,3812
1993,0,0,0,1,0,0,0,0.247212281,0,0.833333333,0.833126243,0,0,0,0,0,0,0,0,3444
1994,0,0,0,1,0,0,0,0.247212281,0,0.833333333,0.833126243,0,0,0,0,0,0,0,0,3260
1995,1,1,0,0,0,0,0,0.312737402,0,0.833333333,0.833126243,0,0,0,0,0,0,0,0,3996
1996,0,0,0,1,0,0,0,0.247212281,0,0.833333333,0.833126243,0,0,0,0,0,0,0,0,3260
1997,1,0,0,1,0,0,0,0.312737402,0,0.833333333,0.833126243,0,0,0,0,0,0,0,0,3628
1998,0,0,0,0,0,0,0,0.259174009,0,0.833333333,0.833126243,0,0,0,0,0,1,0,0,3260
1999,0,1,0,0,0,0,0,0.280316229,0,0.833333333,0.833126243,0,0,0,1,0,0,0,0,3444
2000,0,0,0,1,0,0,0,0.247212281,0,0.833333333,0.833126243,0,0,0,0,0,0,0,0,3260
2001,0,0,0,0,0,0,0,0.344516381,0,0.833333333,0.833126243,0,0,0,0,0,0,0,0,3300
2002,0,0,0,0,0,0,0,0.312737402,0,0.833333333,0.833126243,0,0,0,0,0,0,0,0,3180
2003,0,0,0,0,0,0,0,0.247212281,0,0.833333333,0.833126243,0,0,0,0,0,0,0,0,3160
2004,1,0,0,1,0,0,0,0.406291241,0,0.833333333,0.833126243,0,0,0,0,0,0,0,0,3628
2005,0,0,0,1,0,0,0,0.247212281,0,0.833333333,0.833126243,0,0,0,0,0,0,0,0,3260
2006,0,0,0,1,0,0,0,0.280316229,0,0.833333333,0.833126243,0,0,0,0,0,0,0,0,3260
2007,0,0,0,1,0,0,0,0.247212281,0,0.833333333,0.833126243,0,0,0,0,0,0,0,0,3260
2008,0,0,0,0,0,0,0,0.185164139,0,0.833333333,0.833126243,0,0,0,0,0,0,0,0,3110
2009,0,0,0,1,0,0,0,0.247212281,0,0.833333333,0.833126243,0,0,0,0,0,0,0,0,3260
2010,1,0,0,0,0,0,0,0.312737402,0,0.833333333,0.833126243,0,0,0,0,0,0,0,0,3478
2011,0,0,0,0,0,0,0,0.168224314,0,0.833333333,0.833126243,0,0,0,0,0,0,0,0,3160
2012,1,0,0,1,0,0,0,0.344516381,0,0.833333333,0.833126243,0,0,0,0,0,0,0,0,3628
2013,0,0,0,1,0,0,0,0.247212281,0,0.833333333,0.833126243,0,0,0,0,0,0,0,0,3260
2014,1,0,0,1,0,0,0,0.209385356,0,0.833333333,0.833126243,0,0,0,0,0,0,0,0,3628
2015,1,0,0,0,0,0,0,0.312737402,0,0.833333333,0.833126243,0,0,0,0,0,0,0,0,3478
2016,0,0,0,1,0,0,0,0.183145683,0,0.833333333,0.833126243,0,0,0,0,0,0,0,0,3260
2017,1,0,0,1,0,0,0,0.312737402,0,0.833333333,0.833126243,0,0,0,0,0,0,0,0,3628
2018,0,0,1,0,0,0,0,0.191576648,0,0.833333333,0.833126243,0,0,0,0,0,0,0,0,3260
2019,0,0,0,1,0,0,0,0.247212281,0,0.833333333,0.833126243,0,0,0,0,0,0,0,0,3260
2020,1,1,0,0,0,0,0,0.312737402,0,0.833333333,0.833126243,0,0,0,0,0,0,0,0,3812
2021,0,0,0,0,0,0,0,0.254000275,0,0.833333333,0.833126243,0,0,0,0,0,0,0,0,3050
2022,1,0,0,1,0,0,0,0.312737402,0,0.833333333,0.833126243,0,0,0,0,0,0,0,0,3812
2023,0,0,0,1,0,0,0,0.213380512,0,0.833333333,0.833126243,0,0,0,0,0,0,0,0,3444
2024,1,0,0,0,0,0,0,0.312737402,0,0.833333333,0.833126243,0,0,0,0,0,0,0,0,3403
2025,1,0,0,0,0,0,0,0.344516381,0,0.833333333,0.833126243,0,0,0,0,0,0,0,0,3528
2026,0,1,0,0,0,0,0,0.280316229,0,0.833333333,0.833126243,0,0,0,0,0,0,0,0,3444
2027,0,0,0,1,0,0,0,0.161655315,0,0.833333333,0.833126243,0,0,0,0,0,0,0,0,3260
2028,0,1,0,0,0,0,0,0.280316229,0,0.833333333,0.833126243,0,0,0,0,0,0,0,0,3628
2029,0,1,0,0,0,0,0,0.280316229,0,0.833333333,0.833126243,0,0,0,0,0,0,0,0,3628
2030,0,1,0,0,0,0,0,0.247212281,0,0.833333333,0.833126243,0,0,0,0,0,0,0,0,3628
2031,0,0,0,0,0,0,0,0.312737402,0,0.833333333,0.833126243,0,0,0,0,0,0,0,0,3110
2032,1,0,1,0,0,0,0,0.312737402,0,0.833333333,0.833126243,0,0,0,0,0,0,0,0,3812
2033,0,0,0,1,0,0,0,0.247212281,0,0.833333333,0.833126243,0,0,0,0,0,0,0,0,3260
2034,1,1,0,0,0,0,0,0.312737402,0,0.833333333,0.833126243,0,0,0,0,0,0,0,0,3996
2035,1,0,0,1,0,0,0,0.312737402,0,0.833333333,0.833126243,0,0,0,0,0,0,0,0,3628
2036,0,0,0,1,0,0,0,0.189553815,0,0.833333333,0.833126243,0,0,0,0,0,0,0,0,3260
2037,0,0,0,1,0,0,0,0.247212281,0,0.833333333,0.833126243,0,0,0,1,0,0,0,0,3260
2038,0,0,0,1,0,0,0,0.280316229,0,0.833333333,0.833126243,0,0,0,0,0,0,0,0,3260
2039,1,1,0,0,0,0,0,0.55169475,0,0.833333333,0.833126243,0,0,0,0,0,0,0,0,4180
2040,0,0,0,0,0,0,1,0.183550134,0,0.833333333,0.833126243,0,0,0,0,0,0,0,0,2960
2041,0,0,0,1,0,0,0,0.247212281,0,0.833333333,0.833126243,0,0,0,0,0,0,0,0,3260
2042,0,0,0,0,0,0,0,0.221450409,0,0.833333333,0.833126243,0,0,0,0,0,0,0,1,3260
2043,1,0,0,0,0,0,0,0.344516381,0,0.833333333,0.833126243,0,0,0,0,0,0,0,1,3628
2044,0,0,0,1,0,0,0,0.247212281,0,0.833333333,0.833126243,0,0,0,0,0,0,0,0,3260
2045,0,0,0,0,0,0,0,0.18123009,0,0.833333333,0.833126243,0,0,0,0,0,0,0,0,2960
2046,1,0,0,1,0,0,0,0.312737402,0,0.833333333,0.833126243,0,0,0,0,0,0,0,0,3628
2047,1,0,0,1,0,0,0,0.312737402,0,0.833333333,0.833126243,0,0,0,0,0,0,0,0,3628
2048,0,1,0,0,0,1,0,0.312737402,0,0.833333333,0.833126243,0,0,0,0,0,0,0,0,3260
2049,1,0,0,0,0,0,0,0.344516381,0,0.833333333,0.833126243,0,0,0,0,0,0,0,0,3418
2050,1,1,0,0,0,0,0,0.312737402,0,0.833333333,0.833126243,0,0,0,0,0,0,0,0,3996
2051,0,0,0,1,0,0,0,0.247212281,0,0.833333333,0.833126243,0,0,0,0,0,0,0,0,3260
2052,0,0,0,1,0,0,0,0.247212281,0,0.833333333,0.833126243,0,0,0,0,0,0,0,0,3260
2053,1,1,0,0,0,0,0,0.312737402,0,0.833333333,0.833126243,0,0,0,0,0,0,0,0,3996
2054,0,1,0,0,0,0,0,0.280316229,0,0.833333333,0.833126243,0,0,0,0,0,0,0,0,3536
2055,1,0,0,1,0,0,0,0.242390941,0,0.833333333,0.833126243,0,0,0,0,0,0,0,0,3628
2056,0,1,0,0,0,0,0,0.247212281,0,0.833333333,0.833126243,0,0,0,0,0,0,0,0,3260
2057,1,0,0,1,0,0,0,0.312737402,0,0.833333333,0.833126243,0,0,0,0,0,0,0,0,3812
2058,0,0,0,0,0,0,0,0.280316229,0,0.833333333,0.833126243,0,0,0,0,0,0,0,0,3110
2059,0,0,0,0,0,0,0,0.213380512,0,0.833333333,0.833126243,0,0,0,0,0,0,0,0,3160
2060,0,0,0,0,0,0,0,0.375689879,0,0.833333333,0.833126243,0,0,0,0,0,0,0,0,3160
2061,0,0,0,0,0,0,0,0.235009291,0,0.833333333,0.833126243,0,0,0,0,0,0,0,0,3300
2062,0,0,0,0,0,0,0,0.280316229,0,0.833333333,0.833126243,0,0,0,1,0,0,0,0,3444
2063,0,1,0,0,0,0,0,0.312737402,0,0.833333333,0.833126243,0,0,0,0,0,0,0,0,3628
2064,0,0,0,0,0,0,1,0.163338625,0,0.833333333,0.833126243,0,0,0,0,0,0,0,0,2960
2065,0,0,0,0,0,0,0,0.247212281,0,0.833333333,0.833126243,0,0,0,0,0,0,0,0,3160
2066,0,0,0,0,0,0,0,0.247212281,0,0.833333333,0.833126243,0,0,0,0,0,0,0,0,3160
2067,0,0,1,0,0,0,0,0.247212281,0,0.833333333,0.833126243,0,0,0,0,0,0,0,0,3444
2068,1,0,0,0,0,0,0,0.27765741,0,0.833333333,0.833126243,0,0,0,0,0,0,0,0,3528
2069,1,0,0,0,0,0,0,0.233491748,0,0.833333333,0.833126243,0,0,0,0,0,0,0,1,3628
2070,0,0,0,1,0,0,0,0.375689879,0,0.833333333,0.833126243,0,0,0,1,0,0,0,0,3700
2071,0,0,1,0,0,1,0,0.292196185,0,0.833333333,0.833126243,0,0,0,0,0,0,0,0,2960
2072,0,0,0,1,0,0,0,0.247212281,0,0.833333333,0.833126243,0,0,0,0,0,0,0,0,3260
2073,0,0,0,1,0,0,0,0.280316229,0,0.833333333,0.833126243,0,0,0,0,0,0,0,0,3260
2074,0,0,1,0,0,0,0,0.201081452,0,0.833333333,0.833126243,0,0,0,0,0,0,0,0,3260
2075,0,0,0,0,0,0,0,0.247212281,0,0.833333333,0.833126243,0,0,0,0,0,0,0,0,3110
2076,1,0,1,0,0,0,0,0.312737402,0,0.833333333,0.833126243,0,0,0,0,0,0,0,0,3812
2077,0,0,0,0,0,0,0,0.18685759,0,0.833333333,0.833126243,0,0,0,0,0,0,1,0,2960
2078,0,0,0,0,0,0,0,0.162138841,0,0.833333333,0.833126243,0,0,0,0,0,0,0,0,3110
2079,0,0,0,0,0,0,0,0.213380512,0,0.833333333,0.833126243,0,0,0,0,0,0,0,0,3110
2080,0,1,0,0,0,0,0,0.247212281,0,0.833333333,0.833126243,0,0,0,0,0,0,0,0,3628
2081,0,0,0,1,0,0,0,0.247212281,0,0.833333333,0.833126243,0,0,0,0,0,0,0,0,3260
2082,0,0,0,1,0,0,0,0.280316229,0,0.833333333,0.833126243,0,0,0,0,0,0,0,0,3260
2083,0,0,0,1,0,0,0,0.213380512,0,0.833333333,0.833126243,0,0,0,0,0,0,0,0,3260
2084,1,0,0,0,0,1,0,0.344516381,0,0.833333333,0.833126243,0,0,0,0,0,0,0,0,3328
2085,1,1,0,0,0,0,0,0.312737402,0,0.833333333,0.833126243,0.845154255,0.979493995,0,0,0,0,0,0,3965.33
2086,0,0,0,1,0,0,0,0.213380512,0,0.833333333,0.833126243,0,0,0,0,0,0,0,0,3444
2087,0,0,0,0,0,0,0,0.144406286,0,0.833333333,0.833126243,0,0,0,0,0,0,0,0,2960
2088,0,0,0,1,0,0,0,0.344516381,0,0.833333333,0.833126243,0,0,0,0,0,0,0,0,3628
2089,0,0,0,0,0,0,0,0.312737402,0,0.833333333,0.833126243,0,0,0,0,0,0,0,0,3200
2090,0,0,0,1,0,0,0,0.160412331,0,0.833333333,0.833126243,0,0,0,0,0,0,0,0,3260
2091,0,1,0,0,0,0,0,0.280316229,0,0.833333333,0.833126243,0,0,0,0,0,0,0,0,3812
2092,0,0,0,1,0,0,0,0.247212281,0,0.833333333,0.833126243,0,0,0,0,0,0,0,0,0
2093,0,0,0,1,0,0,0,0.2256944,0,0.833333333,0.833126243,0,0,0,0,0,0,0,0,0
2094,0,0,0,1,0,0,0,0.247212281,0,0.833333333,0.833126243,0,0,0,0,0,0,0,0,3260
2095,0,0,0,1,0,0,0,0.247212281,0,0.833333333,0.833126243,0,0,0,1,0,0,0,0,3260
2096,1,0,0,1,0,0,0,0.344516381,0,0.833333333,0.833126243,0,0,0,1,0,0,0,0,3597
2097,0,0,0,1,0,0,0,0.247212281,0,0.833333333,0.833126243,0,0,0,0,0,0,0,0,3260
2098,0,1,0,0,0,1,0,0.312737402,0,0.833333333,0.833126243,0,0,0,0,0,0,0,0,3628
2099,1,0,0,1,0,0,0,0.312737402,0,0.833333333,0.833126243,0.845154255,0.980149144,0,0,0,0,0,0,3628
2100,0,0,0,1,0,0,0,0.312737402,0,0.833333333,0.833126243,0.845154255,0.980149144,0,0,0,0,0,0,3666.54
2101,0,0,0,0,0,0,0,0.323878551,0,0.833333333,0.833126243,0,0,0,0,0,0,0,0,2960
2102,0,0,0,0,0,0,0,0.247212281,0,0.833333333,0.833126243,0,0,0,0,0,0,0,0,3260
2103,0,0,1,0,0,0,0,0.213380512,0,0.833333333,0.833126243,0,0,0,0,0,0,0,0,3444
2104,0,0,1,0,0,0,0,0.247212281,0,0.833333333,0.833126243,0,0,0,0,0,0,0,0,3260
2105,1,0,0,0,0,0,0,0.312737402,0,0.833333333,0.833126243,0,0,0,0,0,0,0,0,3500
2106,1,1,0,0,0,0,0,0.436350857,0,0.833333333,0.833126243,0,0,0,0,0,0,0,0,3996
2107,1,0,0,0,0,0,0,0.344516381,0,0.833333333,0.833126243,0,0,0,0,0,0,0,0,3528
2108,0,0,1,0,0,0,0,0.247212281,0,0.833333333,0.833126243,0,0,0,0,0,0,0,0,3444
2109,0,0,0,1,0,0,0,0.247212281,0,0.833333333,0.833126243,0,0,0,0,0,0,0,0,3260
2110,0,0,0,0,0,0,1,0.242287928,0,0.833333333,0.833126243,0,0,0,0,0,0,0,0,2960
2111,1,0,0,0,0,1,0,0.344516381,0,0.833333333,0.833126243,0,0,0,0,0,0,0,0,3328
2112,0,1,0,0,0,0,0,0.312737402,0,0.833333333,0.833126243,0,0,0,0,0,0,0,0,3600
2113,0,0,0,0,0,0,0,0.251769344,0,0.833333333,0.833126243,0,0,0,0,0,0,0,0,3050
2114,0,1,0,0,0,0,0,0.247212281,0,0.833333333,0.833126243,0,0,0,0,0,0,0,0,3628
2115,1,0,0,1,0,0,0,0.312737402,0,0.833333333,0.833126243,0,0,0,1,0,0,0,0,3597
2116,1,0,0,0,0,0,0,0.344516381,0,0.833333333,0.833126243,0,0,0,0,0,0,0,0,3444
2117,0,0,0,0,0,0,0,0.227941119,0,0.833333333,0.833126243,0,0,0,0,0,0,0,0,3110
2118,1,0,1,0,0,0,0,0.344516381,0,0.833333333,0.833126243,0,0,0,0,0,0,0,0,3812
2119,0,0,0,0,1,0,0,0.213380512,0,0.833333333,0.833126243,0,0,0,0,0,0,0,0,2960
2120,0,0,0,1,0,0,0,0.247212281,0,0.833333333,0.833126243,0,0,0,0,0,0,0,0,3260
2121,0,0,0,0,0,0,0,0.247212281,0,0.833333333,0.833126243,0,0,0,0,0,0,0,0,3160
2122,0,1,0,0,0,0,0,0.247212281,0,0.833333333,0.833126243,0,0,0,0,0,0,0,0,3628
2123,0,0,0,0,0,0,0,0.280316229,0,0.833333333,0.833126243,0,0,0,0,0,0,0,0,3110
2124,0,0,0,0,0,0,0,0.280316229,0,0.833333333,0.833126243,0,0,0,0,0,0,0,0,3050
2125,0,0,0,1,0,0,0,0.179182396,0,0.833333333,0.833126243,0,0,0,0,0,0,0,0,3260
2126,1,0,0,0,0,0,0,0.280316229,0,0.833333333,0.833126243,0,0,0,0,0,0,0,0,3478
2127,0,0,0,0,0,0,0,0.247212281,0,0.833333333,0.833126243,0,0,0,0,0,0,0,0,3160
2128,1,0,0,0,0,0,0,0.312737402,0,0.833333333,0.833126243,0,0,0,0,0,0,0,1,3628
2129,0,0,0,1,0,0,0,0.256232817,0,0.833333333,0.833126243,0,0,0,0,0,0,0,0,3260
2130,0,0,0,0,0,0,0,0.247212281,0,0.833333333,0.833126243,0,0,0,0,0,0,0,0,3160
2131,0,0,0,0,0,0,0,0.213380512,0,0.833333333,0.833126243,0,0,0,0,0,0,0,0,2960
2132,1,1,0,0,0,0,0,0.312737402,0,0.833333333,0.833126243,0,0,0,0,0,0,0,0,3628
2133,0,0,1,0,0,0,0,0.247212281,0,0.833333333,0.833126243,0,0,0,0,0,0,0,0,3444
2134,0,0,0,0,0,0,1,0.213380512,0,0.833333333,0.833126243,0,0,0,0,0,0,0,0,3060
2135,0,0,1,0,0,0,0,0.247212281,0,0.833333333,0.833126243,0,0,0,0,0,0,0,0,3260
2136,1,0,0,1,0,0,0,0.254733246,0,0.833333333,0.833126243,0,0,0,0,0,0,0,0,3628
2137,1,0,0,1,0,0,0,0.284250894,0,0.833333333,0.833126243,0,0,0,0,0,0,1,0,3628
2138,0,0,0,1,0,0,0,0.247212281,0,0.833333333,0.833126243,0,0,0,0,0,0,0,0,3260
2139,1,0,0,1,0,0,0,0.312737402,0,0.833333333,0.833126243,0,0,0,0,0,0,0,0,3628
2140,0,0,0,0,0,0,1,0.130785173,0,0.833333333,0.833126243,0,0,0,0,0,0,0,0,2960
2141,1,0,0,0,0,1,0,0.245943357,0,0.833333333,0.833126243,0,0,0,0,0,0,0,0,3328
2142,1,1,0,0,0,0,0,0.344516381,0,0.833333333,0.833126243,0,0,0,0,0,0,0,0,3996
2143,0,0,0,1,0,0,0,0.204163033,0,0.833333333,0.833126243,0,0,0,0,0,0,0,0,3260
2144,0,0,0,0,0,1,0,0.344516381,0,0.833333333,0.833126243,0,0,0,0,0,0,0,0,3000
2145,0,0,0,0,0,1,0,0.247212281,0,0.833333333,0.833126243,0,0,0,0,0,0,0,0,3000
2146,0,1,0,0,0,0,0,0.523545922,0,0.833333333,0.833126243,0,0,0,0,0,0,0,0,3444
2147,0,0,0,0,0,0,0,0.214973587,0,0.833333333,0.833126243,0,0,0,0,0,0,0,0,3160
2148,0,0,0,0,0,0,0,0.247212281,0,0.833333333,0.833126243,0,0,0,0,0,0,0,0,2960
2149,0,0,0,1,0,0,0,0.280316229,0,0.833333333,0.833126243,0,0,0,0,0,0,0,0,3260
2150,1,0,0,1,0,0,0,0.312737402,0,0.833333333,0.833126243,0,0,0,0,0,0,0,0,3628
2151,0,0,0,0,0,0,1,0.213380512,0,0.833333333,0.833126243,0,0,0,0,0,0,0,0,2960
2152,0,0,0,1,0,0,0,0.247212281,0,0.833333333,0.833126243,0,0,0,0,0,0,0,0,3260
2153,0,0,0,0,0,0,0,0.247212281,0,0.833333333,0.833126243,0,0,0,0,0,0,0,0,3160
2154,0,0,0,0,0,0,0,0.318681259,0,0.833333333,0.833126243,0,0,0,0,0,0,0,0,2932
2155,0,0,0,0,0,0,0,0.406291241,0,0.833333333,0.833126243,0,0,0,0,0,0,0,0,2645
